title,author,isbn,totalcheckouts
"Autumn across America /","Simon, Seymour.","1562824678 (trade) | 1562824686 (lib. bdg.)",51
"Wild and woolly mammoths /",Aliki.,"0060262761 | 006026277X (lib. bdg.)",45
"The plains of passage :","Auel, Jean M.","1560541318 (alk. paper : lg. print) | 1560549858 (pbk. : alk. paper : lg. print)",54
"The Usborne book of treasure hunting /","Claybourne, Anna.","0746034458 :",21
"The future of freedom :","Zakaria, Fareed.",0393047644,23
"Math riddles /","Ziefert, Harriet.",0670874981,82
"After effects /","Aird, Catherine",0312142706,61
"The mammoth hunters :","Auel, Jean M.","0896217108 (alk. paper)",44
"All of an instant /","Garfinkle, Richard.","0312866178 (acidfree paper)",17
"Islands in the stream.","Hemingway, Ernest,",,41
"Whole wide world /","McAuley, Paul J.","0765303922 (alk. paper)",21
"Straight, no chaser :","Nelson, Jill,","0399142622 (alk. paper)",23
"The third deadly sin /","Sanders, Lawrence,",0399126147,33
"The titans /","Jakes, John,",,23
"The boy and the ghost /","San Souci, Robert D.","0671671766 :",102
"The world below :","Miller, Sue,","0375410945 (hardcover)",70
"Boardwalk empire :","Johnson, Nelson,","0937548499 (pbk. : alk. paper)",49
"A drinking life :","Hamill, Pete,","0316341088 :",49
"It's all in the frijoles :",,0684849003,14
"Nineteen weeks :","Moss, Norman.",0618104712,17
"Worse than the worst /","Stevenson, James,","0688122493 | 0688122507 (lib. bdg.)",92
"Motorbikes /","Raby, Philip.","0822524864 (alk. paper)",56
"The cherry tree /","Bond, Ruskin.","1878093215 :",81
"Crafts for kids.",,"0717257606 (set)",25
"The really sinister savage shark :","Taylor, Barbara,",0789420503,92
"Sightseers Ancient Greece /","Ferris, Julie.",0753452197,59
"Bag of bones /","King, Stephen,",0684853507,19
"Fire truck nuts and bolts /","Boucher, Jerry,","0876146191 (pbk.) | 087614783X (lib. bdg.) :",122
"Emissary of light :","Twyman, James F.",0446523003,24
"Dry days, wet nights /","Boelts, Maribeth,",0807517232,94
"Peace like a river /","Enger, Leif.",087113795X,92
"Neptune /","Simon, Seymour.","068809631X (trade) | 0688096328 (lib. bdg.) :",80
"Saint maybe /","Tyler, Anne.","0679403612 :",56
"Crafts for kids.",,"0717257606 (set)",30
"Crafts for kids.",,"0717257606 (set)",33
"The books of blood /","Barker, Clive,","0399133437 :",58
"The gilded lily /","Argers, Helen.","0312139764 | 0312185715",47
"Comes a wind /","White, Linda Arms.",0789426013,62
"Wild fox :","Mason, Cherie.",,28
"The butterfly /","Polacco, Patricia.",0399231706,69
"The fifth discipline :","Senge, Peter M.","0385260946 :",66
"Sugar Street /","Mahfuz, Najib,",0385264690,27
"Pigeons /","Patent, Dorothy Hinshaw.",0395698480,16
"Listen /","Kerman, Joseph,","0879015179 (case edition) | 0879015497 (paperback edition)",34
"Slippage :","Ellison, Harlan.","0395353416 :",41
"Destination :","Simon, Seymour.",068815770X,38
"The chameleon wore chartreuse :","Hale, Bruce.",9781599614625,29
"The once and future king /","White, T. H.","0399105972 | 9780441627400",2
"The once and future king /","White, T. H.","0399105972 | 9780441627400",1
"The once and future king /","White, T. H.","0399105972 | 9780441627400",9
"The once and future king /","White, T. H.","0399105972 | 9780441627400",15
"The once and future king /","White, T. H.","0399105972 | 9780441627400",24
"The sniper's wife /","Mayor, Archer.",0892967676,32
"Sarum :","Rutherfurd, Edward.","051756338X | 9780307806048",98
"The day I was rich /","Cosby, Bill,","0590521721 (hc.) | 059052173X (pbk.) | 0590521756 (hc.) | 059052190X (pbk.)",133
"The trolls /","Horvath, Polly.",0374377871,68
"Cosmo and the robot /","Pinkney, J. Brian.","0688159400 (trade : alk. paper) | 0688159419 (lib. bdg. : alk. paper)",93
"Writers on writing :",,"0805067418 (v. 1) | 0805073612 (v. 2)",26
"Saints rest :","Gifford, Thomas.",055310134X,57
"A room of one's own /","Woolf, Virginia,",0156787326,31
"From my window /","Wong, Olive.","0382246659 (LSB) : | 0382246667 (JHC) : | 0382246675 (S/C) :",43
"After the fall /","Kelman, Judith.",0399145117,45
"Knots on a counting rope /","Martin, Bill,",0805005714,25
"Knots on a counting rope /","Martin, Bill,",0805005714,40
"Small wonder /","Kingsolver, Barbara.","0060504072 (acidfree paper)",35
"Nicholas and Alexandra","Massie, Robert K.,",,52
"Autobiography of a Geisha /","Masuda, Sayo,","0231129505 (cloth : alk. paper)",30
"Ferney /","Long, James,",0553108441,35
"Sally Hemings :","Chase-Riboud, Barbara.","0670616052 :",62
"Thunderhead /","Preston, Douglas J.",0446523372,71
"What's the difference? :","Lacey, Elizabeth A.",0395561825,44
"Closer /","Marber, Patrick,",0802136451,3
"Vortex :","Bond, Larry.","0446515663 :",16
"The conservationist.","Gordimer, Nadine.",067023883X,19
"Come out fighting :",,1560253258,4
"Savage thunder /","Lindsey, Johanna.",,42
"Life 101 :",John-Roger.,0931580978,42
"The fields of praise.","Leitch, Patricia.",,15
"The body of Christopher Creed /","Plum-Ucci, Carol,","0152023887 (hc)",68
"Night noises /","Fox, Mem,",0152005439,114
"Night noises /","Fox, Mem,",0152005439,100
"Until the real thing comes along :","Berg, Elizabeth.",0679457224,166
"Basic wiring /",,,46
"The return journey /","Binchy, Maeve,",0385315066,153
"Finders keepers :","Bowden, Mark,","087113859X :",39
"Nancy Drew, girl detective. #05 : Lights, camera /","Keene, Carolyn.",0689865708,73
"The hero's journey :","Campbell, Joseph,","006250102X :",18
"Owls and other fantasies :","Oliver, Mary,","0807068683 (acidfree paper)",12
"The Irish cairn murder /","Deere, Dicey.",0312275196,51
"Blackberry booties /","Gardella, Tricia.","0531301842 (trade : alk. paper) | 0531331849 (lib. bdg. : alk. paper)",73
"Desperate measures /","Morrell, David,","0446517917 :",33
"The gifts of Wali Dad :","Shepard, Aaron.","0684194457 :",25
"Dating game ","Steel, Danielle.",0375431950,114
"The trial lawyer's art /","Schrager, Samuel Alan.","1566396735 (cloth : alk. paper)",20
"Up island /","Siddons, Anne Rivers.",0060176156,49
"The oath /","Lescroart, John T.","0525945768 (alk. paper)",12
"Thunder along the Mississippi :","Coombe, Jack D.",1885119259,21
"The complete book of fly fishing /","McNally, Tom.","0877423458 (alk. paper) :",54
"Mayo Clinic guide to a healthy pregnancy /",,0060746378,54
"Winterkill /","Box, C. J.","0399150455 (alk. paper)",81
"Principal suspect :","Costopoulos, William C.,","0940159368 (hardcover : alk. paper)",23
"This business of music :","Krasilovsky, M. William.",0823077578,24
"While I was gone /","Miller, Sue,","0375401121 (alk. paper)",89
"The walking tour /","Davis, Kathryn,",0395945410,39
"The Mexican-American War /","Nardo, Don,","1560064021 :",32
"Among friends","Fisher, M. F. K.",0394468996,17
"Agatha Raisin and the witch of Wyckhadden /","Beaton, M. C.",0312204949,74
"Lady of Sherwood /","Roberson, Jennifer,",1575664755,23
"Into Africa :","De Villiers, Marq.",1550138847,22
"Illusions of love /","Freeman, Cynthia.",0399130098,28
"Halloween /","Behn, Harry.","0735816093 (hc. : alk. paper) | 0735817669 (alk. paper)",37
"Say when /","Berg, Elizabeth.",0743411366,82
"Andrew Wyeth, autobiography /","Wyeth, Andrew,","0821221590 : | 0821222171 (pbk.)",60
"Chancy ","L'Amour, Louis,",,74
"Her /","Zigman, Laura.","037541388X (alk. paper)",48
"Blood orchid /","Woods, Stuart.","0399149295 (alk. paper)",61
"Tiny green thumbs /","Guest, C. Z.","0786805161 (pbk.) | 0786825332 (lib. bdg)",49
"Crossfire trail ","L'Amour, Louis,",0854564454,60
"The mad, the bad, and the innocent :","Kirwin, Barbara.","0316494992 (hardcover)",26
"End of the earth :","Matthiessen, Peter.",0792250591,10
Zelda;,"Milford, Nancy.",,23
"The letters of Arturo Toscanini /","Toscanini, Arturo,","0375404058 (alk. paper)",10
"The talisman /","King, Stephen,","0670691992 :",16
"Grand jury :","Friedman, Philip,",1556114567,33
"Loving John /","Pang, May.","0446379166 (pbk.)",20
"Flint ","L'Amour, Louis,",0708900739,72
"Are you somebody :","O'Faolain, Nuala.","0805056637 (alk. paper)",28
"The Girlfriends Club :","Wall, Judith Henry.","0684873877 :",41
"Cezanne :","Machotka, Pavel.",0300067011,34
"Mandela :","Sampson, Anthony.","0375400192 :",20
"Daisy 1, 2, 3 /","Catalanotto, Peter.",0689854579,80
"Dracula doesn't drink lemonade : the adventures of the Bailey School kids","Dadey, Debbie"," 059022638X",62
"The 9 steps to financial freedom /","Orman, Suze.","0517707918 :",101
"Steps to the altar /","Fowler, Earlene.","0425183491 :",38
"Overcoming dyslexia :","Shaywitz, Sally E.",0375400125,64
"Sudden mischief /","Parker, Robert B.,","039914370X (acidfree paper)",46
"Snow angel /","Racina, Thom,","0525940308 (acidfree paper)",41
"The outcast of Redwall :","Jacques, Brian.",0399229140,47
"Froggy gets dressed /","London, Jonathan,","0670842494 :",
"In the name of sorrow and hope ","Ben-Artzi Pelssof, Noa.",0679442456,18
"The Burma road :","Webster, Donovan.","0374117403 (hard. : alk. paper)",29
"Lightning man :","Silverman, Kenneth.",0375401288,27
"Fun, no fun /","Stevenson, James,","0688116736 (trade) : | 0688116744 (lib. Bdg.)",72
"Sergei Rachmaninov.","Culshaw, John.",,16
"A is for-- ? :","Horenstein, Henry.",0152015825,48
"Of swords and sorcerers :","Hodges, Margaret,","0684194376 :",30
"Koi and the kola nuts :","Aardema, Verna.",0689817606,23
"Mossflower :","Jacques, Brian.","0441005764 (pbk.) :",58
"The seven storey mountain /","Merton, Thomas,",,33
"Landscaping with herbs /","Wilson, James W.","0395622379 :",74
"The complete book of electronic security /","Phillips, Bill,","0071380183 (alk. paper)",13
"The beautiful butterfly :","Sierra, Judy.",0395900158,107
"Rain dance /","Moody, Skye Kathleen.",0312147139,37
"W. E. B. Du Bois speaks;","Du Bois, W. E. B.",,25
"The life and death of Mary Wollstonecraft.","Tomalin, Claire.",0151515395,7
"Alaska /","Somervill, Barbara A.",0516223186,38
"Three Junes /","Glass, Julia,","0375422412 | 0385721420 (pbk.)",33
"Three Junes /","Glass, Julia,","0375422412 | 0385721420 (pbk.)",45
"Rio Grande fall /","Anaya, Rudolfo A.",0446518441,31
"Brain droppings /","Carlin, George.",0786863137,68
"Body check /","Hirschfeld, Robert,","0316134058 (pbk. : alk. paper) | 0316136158",67
"Babel /","Maitland, Barry.","1559706686 (alk. paper)",38
"A tale of Trotter Street :","Hughes, Shirley,","0688098800 | 0688098819 (lib. bdg.)",47
"The last days /","Rosenberg, Joel C.,","0765309289 (acidfree paper)",51
"I ain't got time to bleed :","Ventura, Jesse.",0375503323,21
Dune.,"Herbert, Brian.",0553110616,52
"Alabama /","Feeney, Kathy,",0516223143,9
"Flashforward /","Sawyer, Robert J.","0312867123 (alk. paper)",54
"Special delivery /","Steel, Danielle.",0385316917,87
"Still here :","Ram Dass.",1573220493,32
"Up jumps the Devil /","Maron, Margaret.",0892965681,110
"The Negro baseball leagues /","Fremon, David K.",0027356957,34
"UFOs, JFK, and Elvis :","Belzer, Richard.","0345429176 (alk. paper)",36
"To be the best /","Bradford, Barbara Taylor,","0385245793 :",57
"The not-just-anybody family.","Byars, Betsy Cromer.",0440459516,54
"The suspect /","Simenon, Georges,","0151370575 :",13
"The girl :","Cookson, Catherine.",,40
"Wings ","Steel, Danielle.","0385312954 (lg. print) :",64
"Summer switch /","Rodgers, Mary.","0060250585 : | 0060250593 (lib. bdg.) :",44
"The principles of running :","Burfoot, Amby.",1579540384,74
"The road less traveled :","Peck, M. Scott","0671250671 (pbk.)",68
"Leola and the honeybears /","Rosales, Melodye.",0590383582,18
"Why the sea is salt /","French, Vivian.","1564021831 (reinforced trade ed) :",59
"The body book /","Rotner, Shelley.","0531302563 | 053133256X (lib. bdg.)",54
"The Gothic cathedral :","Wilson, Christopher,",0500341052,43
"Landscape with roses /","Cox, Jeff,",1561583820,26
"Marshmallow kisses /","Brennan, Linda Crotta.",0395738725,96
"Myths & texts.","Snyder, Gary,",,
"Cold fire /","Koontz, Dean R.",0399190937,47
"Deserts /","Simon, Seymour.","0688074154 : | 0688074162 (lib. bdg.)",44
"The bartered bride /","Putney, Mary Jo.",0345437055,46
"Who's looking out for you? /","O'Reilly, Bill.",0767913795,26
"Dr. Eckener's dream machine :","Botting, Douglas.",0805064583,21
"My dog Toby /","Zimmerman, Andrea Griffing.",0152020144,94
"Murder in the Sentier /","Black, Cara,","1569472785 (alk. paper)",36
"A mouse called Wolf /","King-Smith, Dick.","0517709732 (trade) | 0517709740 (lib. bdg.)",76
"Mysteries of life and the universe :",,"0151639728 :",11
"Good harbor :","Diamant, Anita.",0743225325,24
"Good harbor :","Diamant, Anita.",0743225325,33
"Jewish magic and superstition;","Trachtenberg, Joshua,",,17
"Little house, the Rose years.bk. 2 : Little farm in the Ozarks /","MacBride, Roger Lea,","0060242450 : | 0060242469 (lib. bdg.)",90
"Cherry Hill /",,0738509175,58
"Illinois /","Somervill, Barbara A.",0516223208,10
"Saving Shiloh /","Naylor, Phyllis Reynolds.",0689814607,101
"Come all you brave soldiers :","Cox, Clinton.",0590475762,7
"The twentieth century, a people's history /","Zinn, Howard,","0060911034 (pbk.) :",30
"This is my God;","Wouk, Herman,",,17
"Mama Elizabeti /","Stuve-Bodeen, Stephanie,",1584300027,36
"Paco and the witch :","Pitre, Felix.","0525675019 :",30
"""Hallo-what?"" /","Desmoinaux, Christel.","0689847955 (hardcover)",39
"Joan Crawford, a biography /","Thomas, Bob,",0671240331,29
"The locket ","Evans, Richard Paul.",1568957025,79
"The burglar in the rye /","Block, Lawrence.","0525945008 (alk. paper)",60
"The woman who walked into doors /","Doyle, Roddy,",0670867756,48
"Hypatia of Alexandria /","Dzielska, Maria.","0674437756 (alk. paper)",25
"Angel light :","Greeley, Andrew M.,","0312860803 :",66
"Desert fire /","Hagberg, David.","031285496X :",90
"The complete idiot's guide to gambling like a pro /","Wong, Stanford.",0028644859,33
"The DK nature encyclopedia.",,"0789434113 (alk. paper)",78
"Mark Twain /","Ward, Geoffrey C.","0375405615 (alk. paper)",28
"Hundred Years' War /","Lace, William W.","1560062339 (acidfree paper) :",22
"Art 21 :",,0810913976,22
"Pigs ahoy! /","McPhail, David M.",0525453342,143
"The tale of Johnny Town-mouse /","Potter, Beatrix,","0723206279 | 072320604X",29
"Scheherazade's cat & other fables from around the world /","Zerner, Amy.","080481807X :",29
"Everyday cooking with Dr. Dean Ornish :","Ornish, Dean.",0060173149,140
"The tortoise and the hare :","Stevens, Janet.","0823405109 (lib. bdg.) :",148
"Fire in the turtle house :","Davidson, Osha Gray.",1586480006,8
"Cubans in America :","Anton, Alex.",157566593X,17
"The burning :","Madigan, Tim.",0312272839,17
"Whistle for Willie.","Keats, Ezra Jack.",,65
"State names, seals, flags, and symbols :","Shearer, Benjamin F.","0313315345 (alk. paper)",1
"Great big book of children's games :","Wise, Debra.",076210094X,73
"Put a lid on it /","Westlake, Donald E.",0892967188,38
"Language and learning :",,0674509404,27
"Papillon /","Charrière, Henri,",0060934794,10
"Boychiks in the hood :","Eisenberg, Robert.","0062512226 (cloth : alk. paper) | 0062512234 (pbk : alk. paper)",70
"If a bus could talk :","Ringgold, Faith.",0689818920,153
"Mouse creeps /","Harris, Peter,","0803721838 (alk. paper)",70
"Chromosome 6 /","Cook, Robin,","039914207X | 0399142274",57
"California /","Kennedy, Teresa.",0516223097,42
"The hormone of desire :","Rako, Susan.",0517703424,20
"Florida /","Somervill, Barbara A.",0516223089,33
"The lion's share /","Conover, Chris.",0374345325,82
"Don't call it night /","Oz, Amos.",0151001529,32
"Murder in the CIA","Truman, Margaret,","0816144060 (lg. print) : | 0816144079 (pbk. : lg. print) :",57
"Cooking for comfort :","Burros, Marian Fox.",0743236815,21
"Roses /","White, Hazel.",0376036591,26
"Mr. Lincoln's way /","Polacco, Patricia.",0399237542,92
"Lon Po Po :","Young, Ed.",0399216197,91
"Lon Po Po :","Young, Ed.",0399216197,81
"Three cheers for Catherine the Great! /","Best, Cari.",0789426226,67
"A hole in the heart of the world :","Kaufman, Jonathan.","0670867470 (alk. paper)",21
"The Mohawk /","Duvall, Jill.","0516011154 (lib. bdg.)",63
"She said yes :","Bernall, M.","0874869870 (hc.)",46
"The last don /","Puzo, Mario,",0679401431,53
"The apprentice :","Pépin, Jacques.",0618197370,30
"Four ways to forgiveness /","Le Guin, Ursula K.,","0061052345 (hardcover)",34
"The Western Front /","Holmes, Richard,",1575001470,19
"Qigong for health and vitality /","Tse, Michael.",0312141289,94
"Mirette on the high wire /","McCully, Emily Arnold.","0399221301 :",89
"Mirette on the high wire /","McCully, Emily Arnold.","0399221301 :",102
"Louella Mae, she's run away! /","Alarcon, Karen Beaumont.",080503532X,103
"Night watch :","Kendrick, Stephen,",0375403671,28
"Grandpa's corner store /","DiSalvo-Ryan, DyAnne.","0688167160 | 0688167179",123
"The negotiator ","Forsyth, Frederick,","0816148805 (lg. print) | 0816148813 (pbk. : lg. print)",58
"The confessions of Max Tivoli /","Greer, Andrew Sean.","0374128715 (alk. paper)",35
"Flight of the Intruder /","Coonts, Stephen,","0870212001 :",51
"Jimi's book of Japanese :","Takahashi, Peter X.",0972324704,51
"Red, white, and blue murder /","Crider, Bill,","0312271859 (alk. paper)",29
"Loves music, loves to dance /","Clark, Mary Higgins.","0671673645 :",5
"Mort the sport /","Kraus, Robert,","0531302474 (trade : alk. paper) | 0531332470 (library : alk. paper)",75
"Marsalis on music /","Marsalis, Wynton,",0393038815,35
"The last hero :","Pratchett, Terry.",0061040967,46
"Walking shadow /","Parker, Robert B.,",0399139206,9
"The visitor /","Tepper, Sheri S.","0380979055 (hardcover)",26
"The House of Wisdom /","Heide, Florence Parry.",0789425629,36
"Elmer and the kangaroo /","McKee, David.",,101
"Vegetarian times vegetarian beginner's guide /",,0028603869,81
"Riding the bus with my sister :","Simon, Rachel,","0452284554 (pbk.) | 0618045996 | 9780452284555 (pbk.) | 9780618045990",19
"Kentucky rich /","Michaels, Fern.",1575667614,68
